core,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
gas_last,"[32980050393.812496, 32980050393.812496, 32980050393.812496, 32980050393.812496, 32980050393.812496, 32980050393.812496, 32980050393.812496, 32980050393.812496, 32980050393.812496, 32980050393.812496, 32980050393.812496, 32980050393.812496, 32980050393.812496, 32980050393.812496, 32980050393.812496, 32980050393.812496, 32980050393.812496, 32980050393.812496, 32980050393.812496, 32980050393.812496, 32980050393.812496, 32980050393.812496, 32980050393.812496, 32980050393.812496, 32980050393.812496, 32980050393.812496, 32980050393.812496, 32980050393.812496, 32980050393.812496, 32980050393.812496, 32980050393.812496, 32980050393.812496, 32980050393.812496, 32980050393.812496, 32980050393.812496, 32980050393.812496, 32980050393.812496, 32980050393.812496, 32980050393.812496, 32980050393.812496]","[-50378237416.978523, -50378237416.978523, -50378237416.978523, -50378237416.978523, -50378237416.978523, -50378237416.978523, -50378237416.978523, -50378237416.978523, -50378237416.978523, -50378237416.978523, -50378237416.978523, -50378237416.978523, -50378237416.978523, -50378237416.978523, -50378237416.978523, -50378237416.978523, -50378237416.978523, -50378237416.978523, -50378237416.978523, -50378237416.978523, -50378237416.978523, -50378237416.978523, -50378237416.978523, -50378237416.978523, -50378237416.978523, -50378237416.978523, -50378237416.978523, -50378237416.978523, -50378237416.978523, -50378237416.978523, -50378237416.978523, -50378237416.978523, -50378237416.978523, -50378237416.978523, -50378237416.978523, -50378237416.978523, -50378237416.978523, -50378237416.978523, -50378237416.978523, -50378237416.978523]"
earth,"[14959787069100.0, 14959787069100.0, 14959787069100.0, 10530245313177.104, 3625468038705.9053, 3625468038705.9053, -4258484138096.6851, -4258484138096.6851, -11412864586993.668, -11412864586993.668, -17132312387044.109, -17132312387044.109, -21055210359000.75, -21055210359000.75, -22920535678004.855, -22920535678004.855, -22469999714534.215, -22469999714534.215, -19406337013362.188, -19406337013362.188, -13411154085160.006, -13411154085160.006, -5900800896406.4316, -5900800896406.4316, 3241395110847.4458, 3241395110847.4458, 3241395110847.4458, 10658208901015.842, 14441423170435.178, 14441423170435.178, 12684437478579.98, 12684437478579.98, 8326868493983.8184, 8326868493983.8184, 2890207272267.1724, 2890207272267.1724, -2822503375467.418, -2822503375467.418, -8310846258456.6572, -8310846258456.6572]","[0.0, 0.0, 0.0, 9397652546604.4824, 16586296548384.43, 16586296548384.43, 19295275608766.586, 19295275608766.586, 18698550205751.617, 18698550205751.617, 15750867095063.553, 15750867095063.553, 11151496913238.375, 11151496913238.375, 5462371958396.1377, 5462371958396.1377, -778664017314.95825, -778664017314.95825, -6929146021980.4707, -6929146021980.4707, -12032911568478.963, -12032911568478.963, -15777218371667.289, -15777218371667.289, -15158398191838.793, -15158398191838.793, -15158398191838.793, -6470822493947.9805, 4422787626814.9795, 4422787626814.9795, 13619672530519.26, 13619672530519.26, 20024230933684.176, 20024230933684.176, 23833817370860.207, 23833817370860.207, 25366989235888.27, 25366989235888.27, 24883675944388.84, 24883675944388.84]"
